FID;Waterbody Name;area_ha;setname;wbrscode;Water body Code;District;state;Basin Code;Sub Basin
846804;Serpur;21.65173774;Sirpur;R04683;Reservoir;Gondia;Maharashtra;Godavari;Weinganga
848962;Servalar;141.4990457;Papanasam R F;R00731;Reservoir;Tirunelveli;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Vaippar and others
850519;Sewa -Ii;36.57939308;Dharor;R07395;Reservoir;Kathua;Jammu & Kashmir;Indus (Up to border);Ravi
848769;Shahane;35.79707507;Shahane;R06755;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
847778;Shahanoor;252.16333618;Morgad;R02801;Reservoir;Amravati;Maharashtra;Tapi;Tapi Upper
850894;Shahapur;0.44842695;Cherpoli;R07073;Reservoir;Thane;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
848465;Shahapur;33.20560598;Kasod Shivpur;R07213;Reservoir;Akola;Maharashtra;Tapi;Tapi Upper
850817;Shahpur Kandi Dam;2.74171463;Dhanore;R07713;Reservoir;Kathua;Jammu & Kashmir;Indus (Up to border);Ravi
849014;Shahzad Reservoir;2118.5988173;Teta;R00655;Reservoir;Lalitpur;Uttar Pradesh;Ganga;Yamuna Lower
850897;Shai River Major Project;8.79479981;Fangaloshi;R07075;Reservoir;Thane;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
849509;Shakargarh;87.13932846;Bankra;R00769;Reservoir;Bhilwara;Rajasthan;Ganga;Kali Sindh and others up to Confluence with Parbati
850124;Shalgaon;48.6346218;Shamgaon;R04684;Reservoir;Sangli;Maharashtra;Krishna;Krishna Upper
848574;Shampur;47.12164715;Shyampur;R02675;Reservoir;Sehore;Madhya Pradesh;Narmada;Narmada Middle
849387;Shamsherpura;111.00901079;Jamoniya Malawar;R02618;Reservoir;Rajgarh;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
846556;Shanigram Tank;531.67920011;Sanigaram;R02144;Reservoir;Siddipet;Telangana;Godavari;Pranhita and others
847636;Shanimandal;63.75820447;Mandal;R04685;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
849307;Shankarpur;0.64476976;Ragbail;R07261;Reservoir;Shajapur;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
848909;Shankh;164.90152433;Udni;R01314;Reservoir;Gumla;Jharkhand;Brahmani and Baitarni;Brahmani
849699;Shanmuganadhi;25.64963601;Royappanpatti;R07566;Reservoir;Theni;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Pamba and others
453571;Shedhabhadthari;135.32884105;Kanpar Sherdi;R07469;Reservoir;Devbhumi Dwarka;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
846200;Shedol;53.5811348;Helamb;R04687;Reservoir;Latur;Maharashtra;Godavari;Manjra
850426;Sheelavantanakoppa D.Kere Reservoir;251.54183766;Thumrihosuru;R05753;Reservoir;Shivamogga;Karnataka;Krishna;Tungabhadra Upper
849534;Sheel Ki Dungri/ Dogri;139.16507924;Lakhawas;R00770;Reservoir;Jaipur;Rajasthan;Ganga;Banas
850241;Shegaon;32.74681784;Shegaon;R04688;Reservoir;Sangli;Maharashtra;Krishna;Bhima Upper
846125;Shekapur;35.74491625;Shekapur;R04689;Reservoir;Buldhana;Maharashtra;Godavari;Godavari Middle
846300;Shekhdari;65.7256669;Shekdari;R01279;Reservoir;Amravati;Maharashtra;Godavari;Wardha
850049;Shelarwadi;1.45500529;Malvadi;R07046;Reservoir;Satara;Maharashtra;Krishna;Bhima Upper
848509;Shelave;0.5209871;Shelave Bk;R07370;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847644;Shelbari;24.57260994;Shelbari;R04690;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
850844;Sheldi;25.51899134;Sheldi;R04691;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
850274;Shelgaon;103.47750462;Shelgaon;R04692;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Upper
847373;Shell Dedumaal;250.09611231;Rugnathpur;R06029;Reservoir;Amreli;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Shetrunji and other east flowing rivers
847829;Shemali Dam;19.46704765;Ajmir Saundane;R04693;Reservoir;Nashik;Maharashtra;Tapi;Tapi Middle
848955;Shenbagathope;82.51893643;Senbagathope;R00958;Reservoir;Tiruvannamalai;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Palar and other
850222;Shendri;32.71517889;Gadhinglaj;R04694;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
848770;Shendurni;55.46157014;Shendurni;R06773;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
845676;Shenwad;51.73583024;Kanchangaon;R04696;Reservoir;Nashik;Maharashtra;Godavari;Godavari Upper
848356;Sher;27.277635;Sherwa;R02677;Reservoir;Singrauli;Madhya Pradesh;Ganga;Sone
847112;Sherdi;99.92518772;Zinzri;R06579;Reservoir;Junagadh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
849806;Shere;4.31510247;Jamgaon;R04697;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
847825;Sheri (P.T) Dam;4.74458257;Sheri;R06045;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847692;Sheri (S.T) Dam;46.49802693;Sheri;R06039;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
850145;Shetfal;326.83219364;Kati;R04698;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
846932;Shetrunji;7263.97990844;Satapada;R00532;Reservoir;Bhavnagar;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Shetrunji and other east flowing rivers
847176;Shetrunji Khodiar;584.86310791;Dhari;R01385;Reservoir;Amreli;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Shetrunji and other east flowing rivers
847590;Shevade;24.84243589;Degaon;R04699;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
847827;Shewali;38.49342286;Kalambhir;R06756;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
847712;Shewga;69.06500886;Chincholipimpri;R04700;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847064;Shihan;301.24910274;Dharampur;R05561;Reservoir;Devbhumi Dwarka;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
850853;Shil;46.85456366;Kond;R04701;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
848711;Shinde;18.74402233;Mohapada;R04702;Reservoir;Nashik;Maharashtra;Tapi;Tapi Middle
850868;Shinde (Peth) Reservoir;13.9844286;Shinde;R04703;Reservoir;Nashik;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
845726;Shindewadi;74.41735449;Nipani Jawalka;R04705;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
845800;Shindewadi (M);34.80381272;Fakir Jawala;R04706;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
846805;Shindgi;35.52552591;Sindgi;R04707;Reservoir;Nanded;Maharashtra;Godavari;Wardha
845873;Shindi;6.55870013;Junone;R06825;Reservoir;Jalgaon;Maharashtra;Godavari;Godavari Upper
847040;Shiney;215.92989771;Shinay;R05565;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
847314;Shingoda;414.10429346;Dabhala;R01691;Reservoir;Gir Somnath;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
846954;Shingoda 3;11.87199097;Ronaj;R07329;Reservoir;Gir Somnath;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
845883;Shioni  Bhondki;12.11812068;Bhandar Bodi;R06869;Reservoir;Nagpur;Maharashtra;Godavari;Weinganga
851064;Shiposhi Reservoir;25.91980041;Salpe;R04709;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
846959;Shirale;38.08207279;Peint;R07082;Reservoir;Nashik;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
847736;Shirasmani;79.44529132;Sudhakarnagar;R04710;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
849811;Shiraswadi;36.19345615;Shirsawadi;R07040;Reservoir;Satara;Maharashtra;Krishna;Krishna Upper
850846;Shirawali;75.4257128;Shiravali;R04712;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
847686;Shirdhane;9.85059897;Shirdane Pr Ner;R06732;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
851063;Shirgaon;17.21282466;Hadpid;R04713;Reservoir;Sindhudurg;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
846732;Shirpunje;2.28769375;Shirpunje Bk;R06802;Reservoir;Ahmednagar;Maharashtra;Godavari;Godavari Upper
846161;Shirpur;87.28153203;Kanki;R04714;Reservoir;Nanded;Maharashtra;Godavari;Wardha
846292;Shirputi;43.08451352;Jambharun Jahagir;R04715;Reservoir;Washim;Maharashtra;Godavari;Wardha
847719;Shirsoli;29.76858457;Shirsoli P N;R04716;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847720;Shirsoli -1;11.75599944;Dhanwad;R06739;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
850155;Shirsufal;290.87606099;Shirsuphal;R04717;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
846833;Shirur;38.46687137;Shirur;R04718;Reservoir;Nanded;Maharashtra;Godavari;Manjra
850357;Shirvalwadi;69.16661032;Hiroli;R04719;Reservoir;Kalaburagi;Karnataka;Krishna;Bhima Lower
850125;Shirvata;1223.21206992;Khandashi;R04995;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
847828;Shirwade;39.71488272;Wadjakhan;R04721;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
850937;Shirwal;42.20139526;Kumbral;R04722;Reservoir;Sindhudurg;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
847646;Shivan;250.04405078;Haripur;R03022;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
845731;Shivana Takli;495.04347956;Athegaon;R02957;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Upper
846573;Shivangaon;102.97411423;Shiwangaon;R07210;Reservoir;Amravati;Maharashtra;Godavari;Wardha
846085;Shivani;50.28899113;Borphadi;R04724;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
850160;Shivani;23.80402177;Aundhi;R04723;Reservoir;Sangli;Maharashtra;Krishna;Krishna Upper
846140;Shivani Armal;102.38247175;Shiwani Armal;R04725;Reservoir;Buldhana;Maharashtra;Godavari;Godavari Middle
846526;Shivanijat;26.68093672;Shivni Jat;R04726;Reservoir;Buldhana;Maharashtra;Godavari;Godavari Middle
846193;Shivani (Kelapur);34.13882071;Mowada;R06949;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
846384;Shivankhed Reservoir;53.7998276;Shiwankheda Bk;R04727;Reservoir;Latur;Maharashtra;Godavari;Manjra
847755;Shivankhurd;100.11514342;Bidgaon;R04728;Reservoir;Akola;Maharashtra;Tapi;Tapi Upper
846949;Shivdav;23.12804406;Shivdav;R03100;Reservoir;Sindhudurg;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
849938;Shivepur Tank;13.49677729;Kaushalpur;R00390;Reservoir;Surajpur;Chhattisgarh;Mahanadi;Mahanadi Middle
848204;Shivgarth Bedli;55.03595018;Dhanji Ka Tapra;R02678;Reservoir;Ratlam;Madhya Pradesh;Mahi;Mahi Upper
847049;Shivlakha;63.61212172;Dedarva;R05568;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Saraswati
847972;Shivlaldhana;1.22206877;Dungariya;R06655;Reservoir;Jabalpur;Madhya Pradesh;Narmada;Narmada Upper
847296;Shivnath Sagar;9.86495474;Bera;R00771;Reservoir;Pali;Rajasthan;West flowing rivers of Kutch and Saurashtra including Luni;Luni Upper
847291;Shivsagar;2.12022461;Jasdan;R07321;Reservoir;Rajkot;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
849495;Shiv-Sagar;25.83174188;Banka;R00772;Reservoir;Bhilwara;Rajasthan;Ganga;Kali Sindh and others up to Confluence with Parbati
847449;Shobhapur;20.91947027;Khakra Koylari Keolari;R02680;Reservoir;Betul;Madhya Pradesh;Narmada;Narmada Upper
846897;Sholaiar;553.1943416;Valparai M;R00764;Reservoir;Coimbatore;Tamil Nadu;West flowing rivers from Tadri to Kanyakumari;Periyar and others
846984;Sholayar (Main) Reservoir;963.21880371;Pariyaram;R03119;Reservoir;Thrissur;Kerala;West flowing rivers from Tadri to Kanyakumari;Periyar and others
847847;Shreebhuvan;3.50505617;Roti;R06769;Reservoir;Nashik;Maharashtra;Tapi;Tapi Middle
850901;Shrimant;115.16072741;Gawandhpada;R07084;Reservoir;Nashik;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
849030;Shukhar;3.44951178;Ledpurwa;R06678;Reservoir;Singrauli;Madhya Pradesh;Ganga;Tons
845967;Siambhampalli Cheruvu;136.23820355;Stambampalle;R04396;Reservoir;Jagitial;Telangana;Godavari;Pranhita and others
850058;Siddapuram Tank;305.96192612;Pinnapuram;R06376;Reservoir;Kurnool;Andhra Pradesh;Krishna;Krishna Middle
850387;Siddasamudra Reservoir;103.94573786;Siddasamudra;R05755;Reservoir;Belagavi;Karnataka;Krishna;Krishna Upper
849662;Siddhamalli;349.80772503;Govindaputhur;R07526;Reservoir;Ariyalur;Tamil Nadu;Cauvery;Cauvery Lower
845812;Siddheshwar;2806.62776764;Wadchuna;R03101;Reservoir;Hingoli;Maharashtra;Godavari;Godavari Middle
850180;Siddhewadi;107.88514998;Waifale;R01273;Reservoir;Sangli;Maharashtra;Krishna;Krishna Upper
850290;Siddhnath;96.1936383;Muchandi;R04730;Reservoir;Sangli;Maharashtra;Krishna;Bhima Upper
850044;Sidewad;19.76954945;Chinchala;R04732;Reservoir;Beed;Maharashtra;Krishna;Bhima Upper
849079;Sidhi;155.3753588;Mudi;R02682;Reservoir;Sidhi;Madhya Pradesh;Ganga;Sone
849745;Sidh Sagar;317.90863477;Siyawnikhurd;R07621;Reservoir;Jhansi;Uttar Pradesh;Ganga;Yamuna Lower
847277;Sidhumber;8.4772794;Luheri;R02973;Reservoir;Valsad;Gujarat;West flowing rivers from Tapi to Tadri;Bhatsol and others
849092;Sidoli;18.37215233;Khanda;R06715;Reservoir;Anuppur;Madhya Pradesh;Ganga;Sone
850011;Sikaser Reservoir;1980.9884295;Begarpala;R01021;Reservoir;Gariyaband;Chhattisgarh;Mahanadi;Mahanadi Middle
849624;Silarkheri Talao;319.68378039;Matanakalan;R06725;Reservoir;Ujjain;Madhya Pradesh;Ganga;Chambal Upper
846837;Sileru Reservoir;1162.75806602;Busikonda;R07645;Reservoir;Visakhapatanam;Andhra Pradesh;Godavari;Godavari Lower
849006;Silised/ Siliserh;234.91053315;Paitpur;R00777;Reservoir;Alwar;Rajasthan;Ganga;Yamuna Middle
848400;Silkheda;49.70893871;Silkheda;R02685;Reservoir;Sehore;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
848104;Silkuwa;18.00509245;Silkua;R06668;Reservoir;Dhar;Madhya Pradesh;Narmada;Narmada Middle
846103;Sillegaon;157.82598105;Siregaon;R06924;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Upper
846313;Silli Ambadi;43.10254085;Silli;R04733;Reservoir;Bhandara;Maharashtra;Godavari;Weinganga
848415;Siloda;221.36490317;Ronsi;R02687;Reservoir;Shajapur;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
850029;Silphoda Tank;35.36417246;Baikunthpur;R00391;Reservoir;Korea;Chhattisgarh;Mahanadi;Mahanadi Middle
848992;Siltiguda M.I.P;42.40159374;Kolijingi Purunaguda;R07128;Reservoir;Rayagada;Odisha;East flowing rivers between Mahanadi and Pennar;Nagvati and other
848649;Simariya I Reservoir;50.23955948;Simiriya Tanka;R02689;Reservoir;Gwalior;Madhya Pradesh;Ganga;Yamuna Lower
848264;Simleti;64.16882646;Dhanivada;R06636;Reservoir;Arvalli;Gujarat;Sabarmati;Sabarmati Upper
850114;Sina;844.69685822;Mandali;R02736;Reservoir;Ahmednagar;Maharashtra;Krishna;Bhima Upper
849789;Sina Kolegaon;2376.79901619;Mirghavan;R02926;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Upper
849834;Sindgaon;20.45778991;Sindgaon;R07066;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Lower
458138;Sindhani;346.49174381;Satapar;R07472;Reservoir;Devbhumi Dwarka;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
847462;Sindhi Khodra;9.10019608;Sindhi Khodri;R02696;Reservoir;Barwani;Madhya Pradesh;Narmada;Narmada Middle
848924;Sindhua M.I.P;11.45046724;Bishnupur;R07103;Reservoir;Baleshwar;Odisha;Brahmani and Baitarni;Baitarni
849140;Sindhwarni;320.48398227;Haveli Kharagpur;R01361;Reservoir;Munger;Bihar;Ganga;Gandak and others
846433;Sindphana;258.34797833;Wadali;R01099;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
847330;Sindroo Reservoir;126.71888125;Sindroo;R00782;Reservoir;Pali;Rajasthan;West flowing rivers of Kutch and Saurashtra including Luni;Luni Upper
845992;Singabhopalem Cheruvu;261.17099434;Singabhupalem;R05090;Reservoir;Bhadradri Kothagudem;Telangana;Godavari;Godavari Lower
850392;Singahallidalvayikere;122.87719052;Kottigal;R05756;Reservoir;Tumakuru;Karnataka;Krishna;Tungabhadra Lower
848815;Singanamala Cheruvu;1470.57357628;Narsapuram;R07785;Reservoir;Anantapur;Andhra Pradesh;Pennar;Pennar Upper
845712;Singaraya Project, Kurella(V),;19.66507475;Koheda;R05084;Reservoir;Siddipet;Telangana;Godavari;Pranhita and others
846748;Singasamudram;232.43248265;Samudralingapuram;R05087;Reservoir;Rajanna Sircilla;Telangana;Godavari;Pranhita and others
847618;Singaspur;10.9996876;Kakarda;R04737;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
848787;Singda Dam;26.56128951;Kharam Pallen;R07758;Reservoir;Kangpokpi;Manipur;Minor rivers draining into Myanmar and Bangladesh;Imphal and others
846282;Singdoli Talab;33.14228507;Kothari;R04736;Reservoir;Washim;Maharashtra;Godavari;Wardha
847954;Singhanpuri;5.10329271;Singanpuri;R02697;Reservoir;Balaghat;Madhya Pradesh;Narmada;Narmada Upper
849952;Singhora Tank;27.4106054;Singhora R F;R00393;Reservoir;Mahasamund;Chhattisgarh;Mahanadi;Mahanadi Middle
849270;Singhore Tank;1.0365485;Singhor;R07181;Reservoir;Korea;Chhattisgarh;Ganga;Sone
848287;Singhpur Reservoir;77.1206752;Pahadiya;R02698;Reservoir;Satna;Madhya Pradesh;Ganga;Tons
847443;Singla;13.67645965;Singla;R05573;Reservoir;Chhotaudepur;Gujarat;Narmada;Narmada Lower
848131;Singor;5.62692745;Singor;R03051;Reservoir;Dohad;Gujarat;Mahi;Mahi Lower
845658;Singur Reservoir;12010.91821692;Hasnabad;R00650;Reservoir;Medak;Telangana;Godavari;Manjra
847228;Sipu;1689.04817971;Bhadali Zat;R01048;Reservoir;Banas Kantha;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Saraswati
845964;Sirala Project;98.67554308;Bolsa;R05092;Reservoir;Nirmal;Telangana;Godavari;Godavari Middle
819338;Sir Arthur Cotton Barrage /Godavari Barrage;6732.24763432;Mulakallanka;R00506;Reservoir;East Godavari;Andhra Pradesh;Godavari;Godavari Lower
846774;Sirasgaon;119.19456763;Umartha;R04739;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
848510;Sirjagaon;10.08599258;Pipariya;R02699;Reservoir;Betul;Madhya Pradesh;Tapi;Tapi Upper
849817;Sir Pirajirav Talav;47.42894858;Yamage;R04738;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
845911;Sirpur (Mantha);25.58283757;Sirpur;R06903;Reservoir;Jalna;Maharashtra;Godavari;Godavari Middle
845675;Sirpur Reservoir;2650.99772231;Bagnadi;R00937;Reservoir;Rajnandgaon;Chhattisgarh;Godavari;Weinganga
850922;Sirsadi;36.75538952;Soveli;R04740;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
848664;Sirsa Reervoir;111.73615748;Keroli;R02702;Reservoir;Gwalior;Madhya Pradesh;Ganga;Yamuna Lower
845936;Sirsi;21.42308006;Hirdi;R06838;Reservoir;Wardha;Maharashtra;Godavari;Wardha
848864;Sirsi Reservoir;3109.06542096;Leduki;R00656;Reservoir;Mirzapur;Uttar Pradesh;Ganga;Tons
849297;Sirumalaiyar Odai;13.9786495;Sirumalai;R07237;Reservoir;Dindigul;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Pamba and others
849215;Siruvani Reservoir;169.72288163;Attappady R F;R00994;Reservoir;Palakkad;Kerala;Cauvery;Cauvery Middle
847753;Sisaudegaon;36.2702787;Vizora;R04741;Reservoir;Akola;Maharashtra;Tapi;Tapi Upper
849919;Sistringa Tank;17.1419432;Sisringa;R00405;Reservoir;Raigarh;Chhattisgarh;Mahanadi;Mahanadi Middle
850819;Siswan;61.45346291;Siswan;R07714;Reservoir;S.A.S Nagar;Punjab;Indus (Up to border);Satluj Lower
847960;Sitadongari;27.42701086;Sitadongri;R02703;Reservoir;Balaghat;Madhya Pradesh;Narmada;Narmada Upper
847870;Sitarampur Reservoir;174.60688694;Adityapur;R03751;Reservoir;Saraikela Kharsawan;Jharkhand;Subernarekha;Subarnarekha
849102;Sividog Tank;15.43171981;Sibildag;R00406;Reservoir;Balrampur;Chhattisgarh;Ganga;Sone
849023;Sluice;40.66745674;Bhandar Khurd;R07159;Reservoir;Sonbhadra;Uttar Pradesh;Ganga;Tons
846131;Sobalgaon;60.8519005;Indapur;R04742;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Middle
847120;Sod Vadar;141.3909976;Zanzmer;R05575;Reservoir;Rajkot;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
847076;Sogthi;43.91954848;Sadodar;R05577;Reservoir;Jamnagar;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
849293;Sohira;47.63551131;Manikpur;R07251;Reservoir;Singrauli;Madhya Pradesh;Ganga;Sone
850887;Solekh;30.17462722;Male;R07070;Reservoir;Raigad;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
848250;Solsandha;68.86043281;Tekari;R05579;Reservoir;Banas Kantha;Gujarat;Sabarmati;Sabarmati Upper
847442;Somasila;19598.88070414;Malinenipatnam;R00654;Reservoir;Y.S.R.;Andhra Pradesh;Pennar;Pennar Lower
846366;Somdurg;55.23420024;Bhada;R04746;Reservoir;Latur;Maharashtra;Godavari;Manjra
848187;Som Kagdar;242.59212026;Thobawara;R00789;Reservoir;Udaipur;Rajasthan;Mahi;Mahi Upper
848228;Som Kamla Amba Reservoir;2488.82483601;Khandora;R00787;Reservoir;Dungarpur;Rajasthan;Mahi;Mahi Upper
849302;Somla;7.505614;Dhau;R07246;Reservoir;Sagar;Madhya Pradesh;Ganga;Yamuna Lower
846243;Somthana;22.84884901;Somthana P U;R04747;Reservoir;Nanded;Maharashtra;Godavari;Godavari Middle
846280;Sonal;373.2746851;Wakapur;R01270;Reservoir;Washim;Maharashtra;Godavari;Wardha
847518;Sonala Dam;22.66565652;Sheri;R06042;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
849818;Sonali;19.97546778;Valave Kh;R04748;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
850307;Sonari;27.93032549;Sonari;R04749;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Upper
848185;Sonaria/ Sonarya;67.03740239;Kajalpara;R00799;Reservoir;Banswara;Rajasthan;Mahi;Mahi Upper
846599;Sonari (Jamner);0.68976724;Dautpur;R07643;Reservoir;Jalna;Maharashtra;Godavari;Godavari Middle
850920;Sondheghar;56.93479272;Vanoshi Tarf Natu;R04751;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
845879;Sondo;23.50472944;Chikhali Bk;R06830;Reservoir;Chandrapur;Maharashtra;Godavari;Wardha
845759;Sonegaon;82.24183212;Haldav;R04753;Reservoir;Nanded;Maharashtra;Godavari;Godavari Middle
846871;Songaon  (Shivani);172.37944321;Shivni;R07678;Reservoir;Amravati;Maharashtra;Godavari;Wardha
849939;Sonhat Tank;5.39690307;Reserved Forest;R00407;Reservoir;Korea;Chhattisgarh;Mahanadi;Mahanadi Middle
848873;Soniyana;517.06673001;Soniyana;R00803;Reservoir;Chittorgarh;Rajasthan;Ganga;Banas
849134;Sonkachhar Tank;133.53145772;Sonbacharwar;R00409;Reservoir;Gaurella Pendra Marwahi;Chhattisgarh;Ganga;Sone
847625;Sonkhadki;27.23111791;Sonkhadake;R04754;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
846250;Sonkhed;42.54713392;Harbal P U;R04756;Reservoir;Nanded;Maharashtra;Godavari;Godavari Middle
845848;Sonkheda;7.04654335;Bazar Sawangi;R06824;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Middle
847576;Sonkhedi;114.5260406;Sonkhedi;R02710;Reservoir;Betul;Madhya Pradesh;Tapi;Tapi Upper
846741;Sonkund;8.93621377;Koka;R06872;Reservoir;Bhandara;Maharashtra;Godavari;Weinganga
847070;Sonmati;150.6707587;Chokhanda;R02131;Reservoir;Devbhumi Dwarka;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
847808;Sonpalli;12.80456017;Sonbardi;R06749;Reservoir;Buldhana;Maharashtra;Tapi;Tapi Upper
845802;Sonpethwadi;25.04380856;Dahiphal Wadmauli;R07000;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
846421;Sonpethwadi Reservoir;37.45942931;Sonpethwadi;R04760;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
849989;Sonpur;27.13467019;Jhaliamari;R00410;Reservoir;Kanker;Chhattisgarh;Mahanadi;Mahanadi Middle
849766;Sonpur Feeder Dam;363.25204465;Indalpur;R07641;Reservoir;Sagar;Madhya Pradesh;Ganga;Yamuna Lower
848786;Sonua;434.70522719;Mujniya;R07796;Reservoir;West Singhbhum;Jharkhand;Subernarekha;Subarnarekha
847605;Sonwad;359.58941412;Tamaswadi;R02951;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
847236;Sonwadi;26.5331516;Sonwadi;R05581;Reservoir;Banas Kantha;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Saraswati
846589;Sooni;0.40876314;Murli;R07334;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
849683;Sorada Reservoir;895.53304133;Baghalingi;R07548;Reservoir;Ganjam;Odisha;East flowing rivers between Mahanadi and Pennar;Vamsadhara and other
850267;Sordi;70.05022495;Sordi;R04763;Reservoir;Sangli;Maharashtra;Krishna;Bhima Upper
846333;Sorna;110.15843254;Sorna;R01145;Reservoir;Bhandara;Maharashtra;Godavari;Weinganga
846937;Sorthi;336.13054439;Advana;R01417;Reservoir;Porbandar;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
